Customer Name,Customer ID,Row ID,Lenghth,Order Priority,Discount, Unit Price , Shipping Cost ,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date, Profit ,Quantity ordered new,Sales,Order ID,Status
Laurie Howe,2202,22259,3,Low,9%, $160.98 , $30.00 ,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,62%,United States,Central,Minnesota,Brooklyn Center,55429,31-01-2015,31-01-2015, $357.43 ,11,1635.38,86050,Accepted
Laurie Moon,2561,19840,13,Not Specified,3%, $160.98 , $30.00 ,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,62%,United States,East,New York,Ossining,10562,22-03-2015,25-03-2015," $1,261.47 ",11,1828.22,86465,Accepted
Richard Tan,3356,18629,6,Medium,3%, $160.98 , $30.00 ,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,62%,United States,West,Idaho,Eagle,83616,04-05-2015,05-05-2015," $1,304.90 ",18,2934.16,88588,Accepted
Leah Clapp,651,23433,3,Low,4%, $880.98 , $44.55 ,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",62%,United States,West,Nevada,Las Vegas,89115,15-02-2015,19-02-2015," $4,233.26 ",8,6901.25,91576,Accepted
Derek Jernigan,1793,21284,8,Critical,4%, $880.98 , $44.55 ,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",62%,United States,Central,Illinois,Galesburg,61401,06-01-2015,07-01-2015," $(13,706.46)",8,6968.9,87853,Accepted
Anna Ellis,2896,19909,3,Low,2%, $880.98 , $44.55 ,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",62%,United States,Central,Minnesota,Mankato,56001,22-01-2015,26-01-2015," $4,861.06 ",8,7045.02,86925,Accepted
Marlene Harrison,2274,23418,3,Low,5%, $23.99 , $15.68 ,Delivery Truck,Corporate,Furniture,Office Furnishings,Jumbo Drum,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",62%,United States,Central,Texas,Houston,77036,05-05-2015,09-05-2015, $(133.71),12,298.51,90109,Accepted
Barbara McNamara,357,20760,8,Critical,7%, $124.49 , $51.94 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,63%,United States,West,Arizona,Kingman,86401,24-05-2015,25-05-2015," $1,074.44 ",14,1714.93,91131,Accepted
Kristine Connolly,553,64,6,Medium,8%, $124.49 , $51.94 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,63%,United States,West,California,Los Angeles,90008,18-06-2015,19-06-2015, $(500.38),56,6831.37,359,Accepted
Walter Young,555,18064,6,Medium,8%, $124.49 , $51.94 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,63%,United States,West,Utah,Pleasant Grove,84062,18-06-2015,19-06-2015, $(250.19),14,1707.84,86192,Accepted
Benjamin Chan,961,20685,13,Not Specified,5%, $124.49 , $51.94 ,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,63%,United States,West,California,Redwood City,94061,24-02-2015,24-02-2015, $(44.16),1,120.12,89402,Accepted
Brooke Lancaster,1419,24295,13,Not Specified,1%, $124.49 , $51.94 ,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,63%,United States,Central,Indiana,Lafayette,47905,25-06-2015,26-06-2015, $(94.67),18,2376.12,90540,Accepted
Joan Floyd,1554,25409,4,High,3%, $124.49 , $51.94 ,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,63%,United States,South,Mississippi,Gulfport,39503,13-02-2015,14-02-2015, $(4.02),7,894.88,87487,Accepted
Herbert Holden,1745,1692,4,High,4%, $124.49 , $51.94 ,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,63%,United States,South,Georgia,Atlanta,30305,12-06-2015,14-06-2015, $(247.55),4,605.82,12224,Accepted
Helen Simpson,1748,19692,4,High,4%, $124.49 , $51.94 ,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,63%,United States,Central,Oklahoma,Enid,73703,12-06-2015,14-06-2015, $(93.06),1,151.46,87245,Accepted
Paige Powers,2124,23852,4,High,3%, $124.49 , $51.94 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,63%,United States,South,Arkansas,West Memphis,72301,26-03-2015,27-03-2015, $18.17 ,21,2761.94,89666,Accepted
Chris Pritchard,1305,26274,4,High,4%, $62.18 , $10.84 ,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,Deflect-o Glass Clear Studded Chair Mats,63%,United States,West,Utah,West Valley City,84120,17-02-2015,19-02-2015, $125.81 ,3,182.33,87002,Accepted
Laurie Petty,3177,24493,13,Not Specified,10%, $62.18 , $10.84 ,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,Deflect-o Glass Clear Studded Chair Mats,63%,United States,South,Florida,Jupiter,33458,14-03-2015,16-03-2015, $(29.67),9,511.57,90818,Accepted
Vickie Martinez,1958,24640,3,Low,9%, $30.98 , $6.50 ,Express Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin ErgoBoard™ Keyboard,64%,United States,West,Oregon,West Linn,97068,18-06-2015,22-06-2015, $(55.97),7,204.34,89819,Accepted
David Weaver,1989,20554,4,High,1%, $30.98 , $6.50 ,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Belkin ErgoBoard™ Keyboard,64%,United States,West,Utah,Holladay,84117,15-05-2015,16-05-2015, $46.29 ,11,363.37,90001,Accepted
Beth Dolan,2302,23345,4,High,10%, $146.34 , $43.75 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,64%,United States,South,Florida,Panama City,32404,03-01-2015,04-01-2015, $(473.58),2,283.55,87696,Accepted
Joe Baldwin,2303,5345,4,High,10%, $146.34 , $43.75 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,64%,United States,East,New York,New York City,10011,03-01-2015,04-01-2015, $(270.85),6,850.64,37987,Accepted
Marshall Sutherland,2579,23705,4,High,9%, $212.60 , $52.20 ,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Round Conference Table,64%,United States,South,Alabama,Phenix City,36869,03-01-2015,04-01-2015, $(274.50),1,174.5,88296,Accepted
Grace McNeill Hunt,1197,19358,4,High,8%, $355.98 , $58.92 ,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,64%,United States,East,Massachusetts,Sudbury,1776,18-03-2015,20-03-2015, $103.83 ,4,1350.94,87583,Accepted
David Weaver,1989,22600,13,Not Specified,4%, $355.98 , $58.92 ,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,64%,United States,West,Utah,Holladay,84117,21-01-2015,22-01-2015, $882.93 ,8,2748.21,90000,Accepted
Arlene Long,2498,2296,13,Not Specified,9%, $355.98 , $58.92 ,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,64%,United States,West,California,San Diego,92024,18-02-2015,20-02-2015," $1,240.25 ",30,10554.63,16547,Accepted
Geoffrey Koch,2499,20296,13,Not Specified,9%, $355.98 , $58.92 ,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,64%,United States,Central,Illinois,Kankakee,60901,18-02-2015,20-02-2015," $1,240.25 ",8,2814.57,88319,Accepted
Carole Miller,3067,25239,13,Not Specified,6%, $355.98 , $58.92 ,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,64%,United States,East,Ohio,Austintown,44515,02-03-2015,03-03-2015," $1,660.92 ",14,5086.08,91376,Accepted
Kara Patton,1250,18414,4,High,9%, $120.98 , $30.00 ,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Every-Day® Chair Series Swivel Task Chairs,64%,United States,Central,Illinois,Carpentersville,60110,09-04-2015,11-04-2015, $74.00 ,22,2508.15,87877,Accepted
Andrew Pearce,3046,24415,4,High,5%, $120.98 , $30.00 ,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Every-Day® Chair Series Swivel Task Chairs,64%,United States,Central,Kansas,Leawood,66209,12-02-2015,14-02-2015, $(78.76),2,251.06,86103,Accepted
Tiffany Merrill,3069,21027,4,High,3%, $120.98 , $30.00 ,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Every-Day® Chair Series Swivel Task Chairs,64%,United States,Central,Minnesota,Oakdale,55128,01-06-2015,03-06-2015, $638.03 ,15,1894.45,88191,Accepted
Monica Stuart,3230,18941,13,Not Specified,0%, $15.98 , $8.99 ,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",64%,United States,Central,Wisconsin,Waukesha,53186,21-01-2015,23-01-2015, $(135.46),9,152.18,87435,Accepted
Sara O'Connor,290,21223,13,Not Specified,4%, $4.98 , $4.62 ,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",64%,United States,West,Colorado,Loveland,80538,25-03-2015,26-03-2015, $(135.16),20,102.54,90837,Accepted
Hazel Jennings,1228,7811,6,Medium,1%, $4.98 , $4.62 ,Express Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",64%,United States,East,Pennsylvania,Philadelphia,19140,16-02-2015,18-02-2015, $(111.72),41,228.3,55874,Accepted
Patrick Byrne,1229,25811,6,Medium,1%, $4.98 , $4.62 ,Express Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",64%,United States,Central,Texas,Sulphur Springs,75482,16-02-2015,18-02-2015, $(111.72),10,55.68,90378,Accepted
Emma Buckley,2323,23053,13,Not Specified,6%, $4.98 , $4.62 ,Express Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",64%,United States,West,California,Coachella,92236,19-06-2015,19-06-2015, $(27.01),7,38.74,88722,Accepted
Leo Kane,2653,25662,13,Not Specified,5%, $4.98 , $4.62 ,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",64%,United States,Central,Kansas,Derby,67037,22-02-2015,23-02-2015, $(98.35),7,34.32,89360,Accepted
Elsie Floyd,3209,24637,8,Critical,3%, $4.98 , $4.62 ,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",64%,United States,West,California,Beverly Hills,90210,28-06-2015,29-06-2015, $(30.45),8,44.24,90739,Accepted
Jackie McCullough,3176,21961,4,High,6%, $10.97 , $6.50 ,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Micro Innovations 104 Keyboard,64%,United States,South,Florida,Jacksonville,32216,04-05-2015,06-05-2015, $65.60 ,19,215.25,90820,Accepted
Herbert Holden,1745,1863,3,Low,4%, $60.65 , $12.23 ,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",64%,United States,South,Georgia,Atlanta,30305,14-02-2015,16-02-2015, $116.51 ,4,256.77,13408,Accepted
Sherri P Stephens,1749,19863,3,Low,4%, $60.65 , $12.23 ,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",64%,United States,Central,Oklahoma,Lawton,73505,14-02-2015,16-02-2015, $44.29 ,1,64.19,87244,Accepted
Stephanie Hawkins,2334,23721,3,Low,6%, $60.65 , $12.23 ,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",64%,United States,Central,Wisconsin,Greenfield,53220,06-04-2015,08-04-2015, $427.01 ,10,618.85,89608,Accepted
Earl Alston,1927,21563,4,High,2%, $259.71 , $66.67 ,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",65%,United States,South,South Carolina,Greenville,29611,06-02-2015,06-02-2015, $(14.45),8,1757.15,88579,Accepted
Clyde Burnett,2355,21511,6,Medium,6%, $146.34 , $43.75 ,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,65%,United States,West,California,Coachella,92236,16-06-2015,18-06-2015, $(89.27),12,1721.24,91306,Accepted
Richard McClure,693,18737,3,Low,7%, $140.98 , $53.48 ,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",65%,United States,West,Colorado,Thornton,80229,08-03-2015,15-03-2015, $(263.65),5,734.74,87812,Accepted
Mary Hewitt,2131,21902,4,High,9%, $150.98 , $66.27 ,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,Bush Mission Pointe Library,65%,United States,Central,Missouri,Gladstone,64118,03-01-2015,04-01-2015, $(407.85),2,302.34,90079,Accepted
Johnny Reid,696,22614,6,Medium,5%, $51.65 , $18.45 ,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",65%,United States,Central,Indiana,Crown Point,46307,27-03-2015,28-03-2015, $25.04 ,12,605.1,89847,Accepted
Nelson Hensley,698,4614,6,Medium,5%, $51.65 , $18.45 ,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",65%,United States,West,Washington,Seattle,98105,27-03-2015,28-03-2015, $25.04 ,49,2470.84,32869,Accepted
Teresa Bishop,2647,22439,3,Low,1%, $39.98 , $9.20 ,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,65%,United States,West,California,Bakersfield,93309,17-03-2015,19-03-2015, $117.52 ,4,170.32,91386,Accepted
Sherry Hurley,1574,20464,6,Medium,7%, $20.95 , $5.99 ,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",65%,United States,South,North Carolina,Fayetteville,28314,09-02-2015,10-02-2015, $27.23 ,19,391.4,86966,Accepted
Carlos Hess,263,22370,4,High,5%, $31.76 , $45.51 ,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Hon iLevel™ Computer Training Table,65%,United States,East,Ohio,Cleveland Heights,44106,21-01-2015,23-01-2015," $(2,177.99)",9,304.34,86297,Accepted
Vicki Zhu Daniels,1469,25916,3,Low,7%, $31.76 , $45.51 ,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Hon iLevel™ Computer Training Table,65%,United States,West,Utah,Clearfield,84015,12-06-2015,14-06-2015," $(1,314.99)",18,439.27,91116,Accepted
Vickie Gonzalez,1261,21771,8,Critical,2%, $73.98 , $14.52 ,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,65%,United States,West,Colorado,Broomfield,80020,07-05-2015,10-05-2015, $43.54 ,5,378.23,89730,Accepted
James Hunter,1367,20539,6,Medium,3%, $73.98 , $14.52 ,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,65%,United States,Central,Texas,Lubbock,79424,07-01-2015,10-01-2015, $(326.23),1,79.02,90513,Accepted
Lynda Herman,2037,19733,13,Not Specified,0%, $73.98 , $14.52 ,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,65%,United States,West,Montana,Bozeman,59715,12-03-2015,14-03-2015, $(88.61),4,305.71,89333,Accepted
Juan Justice,635,19365,4,High,3%, $370.98 , $99.00 ,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",65%,United States,Central,Minnesota,Saint Paul,55106,05-04-2015,06-04-2015, $(124.29),6,2309.49,89284,Accepted
Tammy Buckley,3403,25914,4,High,10%, $105.98 , $13.99 ,Express Air,Consumer,Furniture,Office Furnishings,Medium Box,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",65%,United States,West,Wyoming,Cheyenne,82001,08-02-2015,11-02-2015, $349.49 ,5,506.5,87530,Accepted
Sam Woodward,1644,18274,3,Low,9%, $107.53 , $5.81 ,Regular Air,Small Business,Furniture,Office Furnishings,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",65%,United States,Central,Texas,Friendswood,77546,14-06-2015,16-06-2015, $69.55 ,1,100.79,87342,Accepted
Sally Dunn,2696,18354,8,Critical,5%, $107.53 , $5.81 ,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",65%,United States,South,Alabama,Tuscaloosa,35401,05-03-2015,06-03-2015, $(89.42),6,612.92,87676,Accepted
Jacob Lanier,855,21352,8,Critical,2%, $24.98 , $8.79 ,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,2300 Heavy-Duty Transfer File Systems by Perma,66%,United States,East,Connecticut,Danbury,6810,30-04-2015,01-05-2015, $4.31 ,23,606.51,88571,Accepted
Gretchen Levine,1891,23886,13,Not Specified,3%, $320.64 , $29.20 ,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",66%,United States,East,Ohio,Lima,45801,05-04-2015,07-04-2015, $429.75 ,7,2233.46,90630,Accepted
Richard McClure,693,19400,3,Low,2%, $500.98 , $41.44 ,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,DMI Eclipse Executive Suite Bookcases,66%,United States,West,Colorado,Thornton,80229,25-03-2015,25-03-2015," $2,568.46 ",7,3722.41,87811,Accepted
Janice Cole,169,19315,3,Low,8%, $43.22 , $16.71 ,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,"Fellowes Mobile Numeric Keypad, Graphite",66%,United States,South,Louisiana,Baton Rouge,70802,03-01-2015,05-01-2015, $280.27 ,3,130.62,87463,Accepted
Norman Shields,87,24663,3,Low,5%, $161.55 , $19.99 ,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,66%,United States,West,California,Vacaville,95687,03-06-2015,08-06-2015," $1,892.42 ",19,3127.69,90596,Accepted
Samantha Weaver,197,25158,8,Critical,0%, $161.55 , $19.99 ,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,66%,United States,Central,Kansas,Overland Park,66212,02-04-2015,04-04-2015," $1,167.16 ",19,3108.98,88921,Accepted
Leroy Blanchard,198,7158,8,Critical,0%, $161.55 , $19.99 ,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,66%,United States,Central,Michigan,Detroit,48138,02-04-2015,04-04-2015," $1,014.92 ",77,12599.55,51072,Accepted
Albert Frost,674,25059,8,Critical,6%, $161.55 , $19.99 ,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,66%,United States,Central,Missouri,Raytown,64133,02-01-2015,03-01-2015, $(7.58),3,485.01,88174,Accepted
Marion Wilcox,916,25833,3,Low,5%, $161.55 , $19.99 ,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,66%,United States,Central,Texas,Burleson,76028,04-01-2015,11-01-2015, $35.31 ,3,499.31,86357,Accepted
Allen Nash,2750,23271,8,Critical,2%, $161.55 , $19.99 ,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,66%,United States,South,Virginia,Waynesboro,22980,08-03-2015,08-03-2015, $664.52 ,4,657.61,91424,Accepted
Brett Hawkins,254,18801,6,Medium,10%, $280.98 , $35.67 ,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Global Adaptabilities™ Conference Tables,66%,United States,West,Colorado,Highlands Ranch,80126,10-06-2015,11-06-2015, $(53.75),5,1332.82,86268,Accepted
Benjamin Lam,2655,19131,6,Medium,9%, $89.99 , $42.00 ,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather Task Chair, Black",66%,United States,South,Georgia,Atlanta,30318,18-04-2015,18-04-2015, $223.42 ,6,511.25,86063,Accepted
Jordan Womble,2951,25052,6,Medium,3%, $89.99 , $42.00 ,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather Task Chair, Black",66%,United States,Central,Kansas,Hays,67601,15-02-2015,18-02-2015, $(230.95),19,1809.75,91397,Accepted
Bonnie Chambers,353,19107,3,Low,8%, $4.89 , $4.93 ,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",66%,United States,West,Arizona,Glendale,85301,14-05-2015,14-05-2015, $(165.45),17,84.76,89647,Accepted
Nicole Reid,1533,21596,4,High,2%, $4.89 , $4.93 ,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",66%,United States,Central,Missouri,University City,63130,06-02-2015,07-02-2015, $(56.45),14,74.01,91328,Accepted
Calvin Conway,929,19974,8,Critical,1%, $170.98 , $35.89 ,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",66%,United States,East,New Jersey,Old Bridge,8857,06-04-2015,08-04-2015, $538.52 ,10,1719.07,87134,Accepted
Lynn Payne,970,25093,6,Medium,0%, $170.98 , $35.89 ,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",66%,United States,South,Virginia,Rose Hill,24281,20-04-2015,21-04-2015, $(102.66),8,1452.18,86173,Accepted
Sidney Gilliam,3187,24464,4,High,8%, $170.98 , $35.89 ,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",66%,United States,South,Florida,Riverview,33569,02-03-2015,04-03-2015, $(119.81),1,199.48,89025,Accepted
Dana Waller,1949,21762,3,Low,5%, $424.21 , $110.20 ,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Racetrack Conference Table,67%,United States,West,Montana,Bozeman,59715,01-02-2015,05-02-2015, $(213.40),12,4935.22,90415,Accepted
Eileen Schwartz,2046,22972,8,Critical,6%, $424.21 , $110.20 ,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Racetrack Conference Table,67%,United States,Central,Kansas,Liberal,67901,12-06-2015,13-06-2015, $682.53 ,17,7304.03,88219,Accepted
Joan Beach,2456,25537,4,High,2%, $92.23 , $39.61 ,Express Air,Home Office,Furniture,Office Furnishings,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",67%,United States,South,Alabama,Mobile,36608,22-01-2015,23-01-2015, $(905.99),11,1009.93,89218,Accepted
Jordan Wilkinson,750,20855,13,Not Specified,9%, $27.75 , $19.99 ,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer®,67%,United States,South,Kentucky,Florence,41042,12-01-2015,13-01-2015, $(224.64),10,257.52,91200,Accepted
Ross Frederick,266,20858,13,Not Specified,0%, $73.98 , $12.14 ,Express Air,Corporate,Technology,Computer Peripherals,Small Box,Keytronic 105-Key Spanish Keyboard,67%,United States,Central,Texas,San Antonio,78207,18-05-2015,20-05-2015, $326.25 ,17,1300.81,90593,Accepted
Amy York,3350,21485,6,Medium,1%, $73.98 , $12.14 ,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Keytronic 105-Key Spanish Keyboard,67%,United States,West,Washington,Parkland,98444,23-01-2015,25-01-2015, $(29.07),5,384.22,91296,Accepted
Jamie Ward,3374,18320,4,High,5%, $73.98 , $12.14 ,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Keytronic 105-Key Spanish Keyboard,67%,United States,East,Maryland,Odenton,21113,29-06-2015,30-06-2015, $(1.90),8,600.4,87474,Accepted
Claudia Boyle,101,18494,6,Medium,10%, $19.98 , $4.00 ,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,68%,United States,East,Maine,Biddeford,4005,22-06-2015,24-06-2015, $(16.20),16,303.59,88205,Accepted
Caroline Johnston,102,494,6,Medium,10%, $19.98 , $4.00 ,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,68%,United States,East,Massachusetts,Boston,2129,22-06-2015,24-06-2015, $(20.25),65,1233.32,3397,Accepted
Benjamin Kaufman,315,18852,6,Medium,1%, $19.98 , $4.00 ,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,68%,United States,East,Massachusetts,Belchertown,1007,20-03-2015,20-03-2015, $(72.23),2,43.08,89166,Accepted
Benjamin Gunter,2873,25725,6,Medium,0%, $217.85 , $29.10 ,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",68%,United States,South,Florida,Hialeah,33012,22-01-2015,23-01-2015, $394.17 ,10,2273.1,89872,Accepted
Gretchen Best Wilkins,3258,23010,13,Not Specified,2%, $55.94 , $6.55 ,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",68%,United States,West,Washington,Lynnwood,98037,21-03-2015,23-03-2015, $401.85 ,11,646.88,88824,Accepted
Joe George,2464,25860,4,High,8%, $227.55 , $32.48 ,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Hon Rectangular Conference Tables,68%,United States,South,Louisiana,Bossier City,71111,11-05-2015,11-05-2015, $(570.17),16,2849.64,88713,Accepted
Marlene Phillips,3243,23084,4,High,0%, $7.28 , $3.52 ,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",68%,United States,East,Connecticut,Bristol,6010,10-06-2015,10-06-2015, $(25.10),3,24.44,88329,Accepted
